,activity,fatal_(y/n),month,australia,season
929,fishing,no,april,australia,autumn
930,surfing,no,april,,autumn
931,surfing,no,april,,autumn
932,surfing,no,april,,autumn
933,swimming,no,april,,autumn
934,other_activities,no,march,,autumn
935,swimming,no,march,,autumn
936,surfing,no,march,australia,autumn
937,swimming,no,march,,autumn
938,swimming,no,march,,autumn
939,other_activities,no,march,australia,autumn
940,other_activities,no,march,,autumn
941,surfing,no,march,australia,autumn
942,fishing,no,february,australia,summer
943,fishing,no,february,,summer
944,surfing,no,february,,summer
945,swimming,yes,february,australia,summer
946,fishing,no,february,australia,summer
947,swimming,no,february,australia,summer
948,fishing,no,february,,summer
949,surfing,no,february,,summer
950,swimming,no,january,,summer
951,fishing,no,january,,summer
952,swimming,no,january,,summer
953,swimming,no,january,australia,summer
954,surfing,yes,january,,summer
955,other_activities,no,january,,summer
956,fishing,no,january,australia,summer
957,other_activities,no,december,,summer
958,surfing,no,december,,summer
959,surfing,no,december,,summer
960,swimming,yes,december,,summer
961,surfing,no,december,,summer
962,swimming,no,december,,summer
963,swimming,no,december,,summer
964,swimming,no,november,,spring
965,swimming,no,november,,spring
966,fishing,no,november,,spring
967,swimming,no,november,australia,spring
968,swimming,no,november,,spring
969,swimming,yes,november,,spring
970,surfing,no,november,,spring
971,fishing,no,november,australia,spring
972,swimming,no,october,australia,spring
973,fishing,no,october,australia,spring
974,surfing,no,october,,spring
975,fishing,no,october,,spring
976,swimming,no,october,,spring
977,surfing,no,october,australia,spring
978,other_activities,yes,october,,spring
979,swimming,no,october,,spring
980,surfing,no,october,australia,spring
981,swimming,no,october,,spring
982,surfing,no,october,,spring
983,surfing,no,october,,spring
984,surfing,no,september,,spring
985,surfing,no,september,,spring
986,swimming,yes,september,,spring
987,surfing,no,september,australia,spring
988,swimming,no,september,,spring
989,swimming,no,september,,spring
990,surfing,no,september,,spring
991,surfing,no,september,,spring
992,surfing,no,september,,spring
993,other_activities,no,september,,spring
994,swimming,no,august,,winter
995,other_activities,no,august,,winter
996,surfing,yes,august,australia,winter
997,fishing,no,august,,winter
998,fishing,no,august,australia,winter
999,swimming,no,august,,winter
1000,surfing,no,august,australia,winter
1001,surfing,no,august,,winter
1002,surfing,no,august,,winter
1003,swimming,no,august,,winter
1004,other_activities,no,august,,winter
1005,other_activities,no,august,,winter
1006,other_activities,no,july,,winter
1007,surfing,no,july,,winter
1008,swimming,no,july,,winter
1009,swimming,no,july,,winter
1010,surfing,no,july,,winter
1011,swimming,no,july,,winter
1012,fishing,no,july,,winter
1013,fishing,no,july,,winter
1014,swimming,no,july,,winter
1015,fishing,no,july,,winter
1016,surfing,no,july,,winter
1017,other_activities,no,july,,winter
1018,surfing,no,june,,winter
1019,other_activities,no,june,,winter
1020,swimming,no,june,,winter
1021,swimming,no,june,,winter
1022,other_activities,no,june,,winter
1023,surfing,no,june,australia,winter
1024,surfing,no,june,,winter
1025,fishing,no,may,,autumn
1026,other_activities,no,may,,autumn
1027,swimming,no,may,,autumn
1028,surfing,no,may,australia,autumn
1029,swimming,no,may,,autumn
1030,other_activities,no,may,,autumn
1031,other_activities,no,april,,autumn
1032,surfing,no,april,,autumn
1033,surfing,no,april,,autumn
1034,swimming,no,april,,autumn
1035,surfing,no,march,,autumn
1036,swimming,no,february,,summer
1037,surfing,no,february,,summer
1038,swimming,yes,february,,summer
1039,swimming,no,february,australia,summer
1040,surfing,no,february,australia,summer
1041,fishing,no,february,,summer
1042,other_activities,no,february,australia,summer
1043,surfing,no,february,,summer
1044,swimming,no,february,,summer
1045,other_activities,yes,february,,summer
1046,other_activities,no,february,,summer
1047,surfing,no,january,,summer
1048,surfing,no,january,australia,summer
1049,surfing,no,january,,summer
1050,surfing,no,january,australia,summer
1051,other_activities,yes,january,,summer
1052,swimming,no,january,australia,summer
1053,other_activities,no,january,,summer
1054,other_activities,no,january,,summer
1055,swimming,no,january,,summer
1056,fishing,no,january,,summer
1057,surfing,no,january,,summer
1058,other_activities,no,december,,summer
1059,swimming,no,december,australia,summer
1060,swimming,no,december,,summer
1061,other_activities,no,december,australia,summer
1062,fishing,no,december,australia,summer
1063,other_activities,yes,december,,summer
1064,surfing,no,december,,summer
1065,swimming,yes,december,,summer
1066,surfing,no,december,australia,summer
1067,other_activities,no,december,australia,summer
1068,swimming,no,december,,summer
1069,surfing,no,november,,spring
1070,other_activities,no,november,,spring
1071,fishing,no,november,,spring
1072,surfing,no,november,,spring
1073,surfing,no,november,,spring
1074,surfing,no,november,,spring
1075,other_activities,no,november,australia,spring
1076,surfing,no,november,,spring
1077,other_activities,no,october,australia,spring
1078,fishing,no,october,,spring
1079,other_activities,no,october,australia,spring
1080,surfing,no,october,,spring
1081,surfing,no,october,,spring
1082,other_activities,no,october,,spring
1083,swimming,no,october,,spring
1084,swimming,no,october,australia,spring
1085,surfing,no,october,,spring
1086,fishing,no,october,,spring
1087,swimming,no,september,,spring
1088,other_activities,no,september,,spring
1089,fishing,no,september,,spring
1090,other_activities,yes,september,,spring
1091,swimming,yes,september,,spring
1092,swimming,yes,september,,spring
1093,swimming,no,september,,spring
1094,fishing,no,september,,spring
1095,surfing,no,august,,winter
1096,surfing,yes,august,,winter
1097,swimming,no,august,,winter
1098,other_activities,no,august,,winter
1099,swimming,no,august,,winter
1100,surfing,no,august,,winter
1101,fishing,no,august,,winter
1102,fishing,no,july,,winter
1103,surfing,no,july,australia,winter
1104,swimming,no,july,,winter
1105,other_activities,yes,july,,winter
1106,other_activities,no,july,,winter
1107,swimming,no,july,,winter
1108,swimming,no,july,,winter
1109,swimming,no,july,,winter
1110,swimming,no,july,,winter
1111,fishing,no,july,,winter
1112,surfing,no,july,,winter
1113,surfing,no,july,,winter
1114,other_activities,no,july,,winter
1115,swimming,no,july,,winter
1116,surfing,no,june,australia,winter
1117,surfing,no,june,,winter
1118,other_activities,no,june,,winter
1119,fishing,no,june,,winter
1120,swimming,no,june,,winter
1121,swimming,no,june,,winter
1122,swimming,yes,june,,winter
1123,fishing,no,may,,autumn
1124,swimming,no,may,,autumn
1125,surfing,no,may,,autumn
1126,surfing,no,may,,autumn
1127,surfing,no,may,,autumn
1128,fishing,no,may,,autumn
1129,fishing,no,march,,autumn
1130,other_activities,no,april,,autumn
1131,surfing,no,april,,autumn
1132,surfing,no,april,,autumn
1133,swimming,no,april,,autumn
1134,surfing,no,april,,autumn
1135,surfing,no,april,,autumn
1136,fishing,no,april,,autumn
1137,surfing,no,april,australia,autumn
1138,swimming,no,april,,autumn
1139,fishing,no,april,,autumn
1140,other_activities,no,april,,autumn
1141,fishing,no,march,,autumn
1142,surfing,yes,march,,autumn
1143,surfing,no,march,australia,autumn
1144,surfing,no,march,australia,autumn
1145,surfing,no,march,australia,autumn
1146,surfing,no,march,,autumn
1147,fishing,no,march,,autumn
1148,swimming,no,march,,autumn
1149,other_activities,no,march,australia,autumn
1150,surfing,yes,march,,autumn
1151,fishing,no,march,,autumn
1152,fishing,no,march,,autumn
1153,surfing,no,march,australia,autumn
1154,fishing,no,february,australia,summer
1155,surfing,no,february,australia,summer
1156,surfing,no,february,australia,summer
1157,surfing,no,february,australia,summer
1158,other_activities,yes,february,,summer
1159,surfing,no,february,australia,summer
1160,surfing,no,february,australia,summer
1161,fishing,no,january,,summer
1162,other_activities,no,january,,summer
1163,fishing,no,january,,summer
1164,fishing,no,january,,summer
1165,swimming,no,january,australia,summer
1166,swimming,yes,january,,summer
1167,swimming,no,january,,summer
1168,fishing,no,january,australia,summer
1169,surfing,no,january,,summer
1170,other_activities,yes,january,,summer
1171,swimming,no,january,australia,summer
1172,surfing,no,january,australia,summer
1173,surfing,no,january,australia,summer
1174,fishing,no,january,,summer
1175,surfing,no,january,,summer
1176,swimming,no,january,,summer
1177,fishing,no,january,,summer
1178,other_activities,no,december,australia,summer
1179,boat,no,december,australia,summer
1180,other_activities,no,december,australia,summer
1181,other_activities,no,december,australia,summer
1182,swimming,yes,december,australia,summer
1183,other_activities,no,december,,summer
1184,fishing,no,december,,summer
1185,fishing,no,december,,summer
1186,fishing,no,december,australia,summer
1187,fishing,yes,december,,summer
1188,swimming,no,november,,spring
1189,boat,no,november,,spring
1190,other_activities,no,november,,spring
1191,fishing,no,november,australia,spring
1192,fishing,yes,november,,spring
1193,fishing,yes,november,,spring
1194,swimming,no,october,australia,spring
1195,fishing,no,october,,spring
1196,fishing,no,october,australia,spring
1197,surfing,no,october,australia,spring
1198,fishing,no,october,,spring
1199,fishing,no,october,,spring
1200,surfing,no,september,,spring
1201,surfing,no,september,,spring
1202,swimming,no,september,australia,spring
1203,swimming,no,september,,spring
1204,surfing,no,september,,spring
1205,surfing,no,september,,spring
1206,surfing,no,september,australia,spring
1207,surfing,no,september,,spring
1208,surfing,no,september,,spring
1209,surfing,no,september,,spring
1210,surfing,no,september,,spring
1211,surfing,no,august,australia,winter
1212,swimming,no,august,,winter
1213,fishing,no,august,,winter
1214,surfing,no,august,,winter
1215,surfing,no,august,,winter
1216,surfing,no,august,,winter
1217,surfing,no,august,,winter
1218,swimming,no,august,,winter
1219,other_activities,no,august,,winter
1220,other_activities,no,august,,winter
1221,other_activities,no,august,,winter
1222,swimming,no,august,,winter
1223,surfing,no,july,australia,winter
1224,other_activities,no,july,,winter
1225,surfing,no,july,,winter
1226,swimming,no,july,,winter
1227,swimming,no,july,,winter
1228,surfing,no,july,,winter
1229,swimming,no,july,,winter
1230,other_activities,no,july,,winter
1231,other_activities,no,july,,winter
1232,surfing,no,july,,winter
1233,other_activities,no,july,,winter
1234,swimming,no,july,,winter
1235,surfing,no,july,,winter
1236,surfing,no,july,,winter
1237,swimming,no,july,,winter
1238,other_activities,no,july,,winter
1239,other_activities,no,july,,winter
1240,other_activities,no,june,,winter
1241,fishing,no,june,,winter
1242,surfing,no,june,,winter
1243,swimming,no,june,,winter
1244,surfing,no,june,,winter
1245,swimming,no,june,,winter
1246,surfing,no,june,,winter
1247,other_activities,no,june,,winter
1248,other_activities,no,june,,winter
1249,surfing,no,june,,winter
1250,surfing,no,june,,winter
1251,fishing,no,june,,winter
1252,surfing,no,june,,winter
1253,swimming,no,june,,winter
1254,surfing,no,may,,autumn
1255,other_activities,no,may,,autumn
1256,surfing,no,may,,autumn
1257,surfing,yes,may,,autumn
1258,swimming,yes,may,,autumn
1259,swimming,no,may,australia,autumn
1260,fishing,no,may,,autumn
1261,other_activities,no,may,,autumn
1262,fishing,no,may,,autumn
1263,surfing,yes,april,,autumn
1264,surfing,no,april,,autumn
1265,surfing,no,april,,autumn
1266,swimming,no,april,,autumn
1267,surfing,no,april,,autumn
1268,swimming,yes,april,,autumn
1269,surfing,no,april,,autumn
1270,other_activities,,april,australia,autumn
1271,swimming,no,april,,autumn
1272,swimming,no,april,,autumn
1273,surfing,no,april,australia,autumn
1274,surfing,no,april,,autumn
1275,fishing,no,april,,autumn
1276,other_activities,no,march,,autumn
1277,surfing,no,april,,autumn
1278,other_activities,yes,april,australia,autumn
1279,surfing,no,april,,autumn
1280,surfing,no,march,,autumn
1281,surfing,no,march,,autumn
1282,other_activities,no,march,,autumn
1283,surfing,no,march,,autumn
1284,other_activities,no,march,,autumn
1285,other_activities,no,march,,autumn
1286,surfing,no,march,,autumn
1287,swimming,yes,february,,summer
1288,fishing,no,february,,summer
1289,surfing,no,february,,summer
1290,surfing,no,february,australia,summer
1291,surfing,no,february,,summer
1292,swimming,no,,,
1293,surfing,no,january,,summer
1294,other_activities,no,january,australia,summer
1295,other_activities,no,january,,summer
1296,other_activities,no,january,,summer
1297,surfing,no,january,,summer
1298,fishing,no,,,
1299,surfing,no,,,
1300,surfing,no,december,,summer
1301,swimming,no,december,,summer
1302,surfing,no,december,australia,summer
1303,swimming,no,december,australia,summer
1304,swimming,no,december,australia,summer
1305,surfing,no,december,,summer
1306,surfing,no,december,,summer
1307,fishing,no,december,,summer
1308,fishing,no,november,australia,spring
1309,surfing,no,november,australia,spring
