,activity,fatal_(y/n),month,australia,season
3157,other_activities,no,february,,summer
3158,swimming,yes,january,,summer
3159,other_activities,no,december,australia,summer
3160,swimming,no,december,,summer
3161,other_activities,no,november,,spring
3162,other_activities,no,november,australia,spring
3163,surfing,no,november,,spring
3164,swimming,no,november,,spring
3165,fishing,no,november,,spring
3166,boat,no,october,,spring
3167,surfing,no,october,,spring
3168,surfing,no,october,,spring
3169,boat,no,september,,spring
3170,swimming,no,september,australia,spring
3171,other_activities,yes,september,,spring
3172,swimming,yes,september,,spring
3173,swimming,yes,september,,spring
3174,surfing,no,september,,spring
3175,surfing,no,august,,winter
3176,surfing,no,august,,winter
3177,fishing,no,july,,winter
3178,other_activities,no,july,,winter
3179,swimming,yes,july,,winter
3180,fishing,no,july,,winter
3181,swimming,no,june,,winter
3182,swimming,no,june,,winter
3183,fishing,no,june,,winter
3184,boat,no,june,australia,winter
3185,fishing,no,may,,autumn
3186,other_activities,no,april,,autumn
3187,other_activities,no,march,,autumn
3188,fishing,no,march,,autumn
3189,other_activities,no,march,,autumn
3190,other_activities,no,march,,autumn
3191,other_activities,no,february,,summer
3192,fishing,no,january,,summer
3193,other_activities,no,january,australia,summer
3194,fishing,no,january,,summer
3195,swimming,no,january,,summer
3196,fishing,yes,january,,summer
3197,swimming,yes,,,
3198,other_activities,no,december,australia,summer
3199,swimming,no,december,,summer
3200,other_activities,no,december,australia,summer
3201,other_activities,no,november,australia,spring
3202,other_activities,no,november,,spring
3203,other_activities,no,november,australia,spring
3204,surfing,no,november,,spring
3205,surfing,no,october,,spring
3206,surfing,no,october,australia,spring
3207,surfing,no,october,,spring
3208,other_activities,no,september,,spring
3209,surfing,no,august,,winter
3210,other_activities,no,august,,winter
3211,swimming,no,august,,winter
3212,swimming,no,august,,winter
3213,other_activities,yes,july,,winter
3214,swimming,yes,july,australia,winter
3215,swimming,no,july,,winter
3216,surfing,no,july,australia,winter
3217,surfing,no,july,,winter
3218,swimming,no,july,,winter
3219,swimming,no,july,,winter
3220,fishing,no,july,australia,winter
3221,surfing,no,july,,winter
3222,swimming,no,june,,winter
3223,other_activities,no,june,,winter
3224,swimming,no,june,,winter
3225,surfing,no,june,,winter
3226,other_activities,no,june,,winter
3227,surfing,no,may,,autumn
3228,swimming,no,may,,autumn
3229,swimming,no,april,,autumn
3230,other_activities,no,april,,autumn
3231,fishing,no,april,,autumn
3232,swimming,no,march,,autumn
3233,other_activities,no,march,australia,autumn
3234,other_activities,no,march,,autumn
3235,swimming,no,march,australia,autumn
3236,other_activities,no,march,,autumn
3237,other_activities,yes,march,,autumn
3238,surfing,no,february,,summer
3239,other_activities,no,february,,summer
3240,swimming,yes,february,australia,summer
3241,fishing,no,february,australia,summer
3242,other_activities,no,february,australia,summer
3243,fishing,no,february,,summer
3244,surfing,yes,january,australia,summer
3245,fishing,no,,,
3246,other_activities,yes,,,
3247,other_activities,no,december,australia,summer
3248,other_activities,no,november,,spring
3249,surfing,no,september,,spring
3250,swimming,no,september,,spring
3251,swimming,no,september,,spring
3252,surfing,no,september,,spring
3253,surfing,no,september,,spring
3254,fishing,no,september,australia,spring
3255,surfing,no,september,,spring
3256,swimming,no,august,,winter
3257,swimming,yes,august,,winter
3258,swimming,no,august,,winter
3259,swimming,no,august,,winter
3260,other_activities,yes,august,,winter
3261,surfing,no,august,,winter
3262,swimming,no,july,,winter
3263,swimming,yes,july,,winter
3264,boat,yes,july,,winter
3265,swimming,no,june,,winter
3266,surfing,no,may,,autumn
3267,fishing,yes,april,,autumn
3268,fishing,no,april,,autumn
3269,other_activities,no,april,,autumn
3270,swimming,no,april,,autumn
3271,surfing,no,april,,autumn
3272,surfing,no,march,,autumn
3273,fishing,no,march,,autumn
3274,swimming,no,february,,summer
3275,swimming,no,february,,summer
3276,fishing,no,february,,summer
3277,fishing,no,february,,summer
3278,other_activities,no,january,,summer
3279,swimming,yes,january,australia,summer
3280,swimming,no,january,,summer
3281,swimming,yes,january,,summer
3282,swimming,yes,january,,summer
3283,fishing,no,,australia,
3284,other_activities,yes,,,
3285,fishing,no,december,,summer
3286,swimming,yes,december,,summer
3287,swimming,yes,december,,summer
3288,swimming,no,december,,summer
3289,swimming,yes,december,,summer
3290,other_activities,no,november,australia,spring
3291,surfing,no,november,,spring
3292,other_activities,no,november,australia,spring
3293,fishing,yes,september,,spring
3294,swimming,no,september,,spring
3295,swimming,yes,september,,spring
3296,swimming,yes,september,,spring
3297,other_activities,no,september,,spring
3298,other_activities,,august,australia,winter
3299,surfing,no,august,australia,winter
3300,other_activities,no,august,,winter
3301,swimming,no,june,,winter
3302,other_activities,yes,april,,autumn
3303,other_activities,no,march,australia,autumn
3304,fishing,yes,march,,autumn
3305,fishing,no,march,,autumn
3306,swimming,yes,february,,summer
3307,fishing,no,january,,summer
3308,surfing,no,january,,summer
3309,swimming,no,,,
3310,swimming,no,,,
3311,surfing,no,,,
3312,other_activities,no,december,,summer
3313,swimming,no,december,,summer
3314,surfing,yes,december,,summer
3315,swimming,no,december,,summer
3316,other_activities,no,december,australia,summer
3317,other_activities,no,december,australia,summer
3318,fishing,yes,december,,summer
3319,fishing,no,october,australia,spring
3320,surfing,no,october,australia,spring
3321,swimming,yes,october,,spring
3322,surfing,no,october,,spring
3323,swimming,no,october,,spring
3324,surfing,no,september,,spring
3325,swimming,no,september,,spring
3326,surfing,no,august,,winter
3327,fishing,no,august,,winter
3328,swimming,no,august,australia,winter
3329,swimming,no,july,,winter
3330,other_activities,yes,june,australia,winter
3331,other_activities,yes,june,australia,winter
3332,surfing,no,june,,winter
3333,swimming,no,may,,autumn
3334,fishing,no,may,,autumn
3335,swimming,yes,april,,autumn
3336,other_activities,no,april,australia,autumn
3337,swimming,yes,april,,autumn
3338,fishing,no,march,,autumn
3339,fishing,no,march,,autumn
3340,surfing,no,february,australia,summer
3341,other_activities,no,february,australia,summer
3342,swimming,yes,january,,summer
3343,other_activities,no,january,,summer
3344,other_activities,no,january,,summer
3345,swimming,no,,,
3346,swimming,no,,,
3347,other_activities,no,december,australia,summer
3348,swimming,no,december,,summer
3349,other_activities,yes,december,australia,summer
3350,swimming,no,november,,spring
3351,other_activities,no,october,australia,spring
3352,surfing,no,october,,spring
3353,swimming,no,october,,spring
3354,swimming,no,october,,spring
3355,surfing,no,september,,spring
3356,swimming,yes,september,,spring
3357,fishing,yes,september,australia,spring
3358,swimming,no,august,australia,winter
3359,other_activities,no,july,,winter
3360,swimming,no,july,,winter
3361,surfing,no,june,,winter
3362,swimming,no,june,,winter
3363,swimming,no,april,,autumn
3364,swimming,yes,april,,autumn
3365,surfing,yes,april,,autumn
3366,other_activities,yes,april,,autumn
3367,other_activities,yes,april,,autumn
3368,other_activities,yes,april,,autumn
3369,surfing,no,march,,autumn
3370,swimming,no,january,australia,summer
3371,surfing,no,,australia,
3372,other_activities,no,,,
3373,other_activities,no,,,
3374,fishing,yes,december,,summer
3375,fishing,yes,december,,summer
3376,fishing,no,december,,summer
3377,boat,no,december,,summer
3378,other_activities,no,november,,spring
3379,surfing,no,october,,spring
3380,surfing,no,october,,spring
3381,swimming,no,september,,spring
3382,fishing,no,september,,spring
3383,other_activities,no,september,,spring
3384,other_activities,no,september,australia,spring
3385,swimming,no,september,,spring
3386,swimming,no,september,,spring
3387,boat,no,august,,winter
3388,other_activities,no,july,,winter
3389,fishing,no,june,,winter
3390,swimming,no,june,,winter
3391,other_activities,yes,june,,winter
3392,other_activities,yes,june,,winter
3393,other_activities,yes,june,,winter
3394,swimming,yes,april,,autumn
3395,swimming,no,april,,autumn
3396,swimming,,april,,autumn
3397,surfing,no,march,,autumn
3398,other_activities,no,march,,autumn
3399,other_activities,no,february,,summer
3400,swimming,no,january,,summer
3401,swimming,no,january,,summer
3402,swimming,no,january,,summer
3403,swimming,no,january,,summer
3404,other_activities,yes,january,,summer
3405,swimming,no,january,,summer
3406,other_activities,no,january,,summer
3407,swimming,no,january,,summer
3408,swimming,no,,,
3409,fishing,no,,,
3410,fishing,no,,,
3411,fishing,,,,
3412,other_activities,no,,,
3413,other_activities,no,,,
3414,swimming,yes,,,
3415,fishing,no,,,
3416,swimming,no,november,australia,spring
3417,swimming,no,november,,spring
3418,other_activities,no,november,australia,spring
3419,swimming,no,october,,spring
3420,swimming,no,september,,spring
3421,other_activities,no,august,,winter
3422,fishing,no,august,,winter
3423,surfing,no,august,,winter
3424,surfing,no,august,,winter
3425,other_activities,no,august,,winter
3426,other_activities,no,july,,winter
3427,other_activities,no,july,,winter
3428,surfing,no,july,,winter
3429,other_activities,,june,,winter
3430,swimming,no,june,,winter
3431,other_activities,no,june,,winter
3432,surfing,no,may,,autumn
3433,swimming,no,may,,autumn
3434,surfing,,may,,autumn
3435,other_activities,no,may,australia,autumn
3436,other_activities,no,april,australia,autumn
3437,fishing,no,august,,winter
3438,other_activities,no,march,australia,autumn
3439,surfing,no,march,,autumn
3440,fishing,no,february,australia,summer
3441,swimming,no,february,australia,summer
3442,swimming,no,january,australia,summer
3443,other_activities,no,january,australia,summer
3444,other_activities,no,,,
3445,swimming,no,december,,summer
3446,other_activities,no,december,australia,summer
3447,surfing,no,december,,summer
3448,other_activities,no,december,australia,summer
3449,fishing,no,december,,summer
3450,other_activities,no,december,,summer
3451,fishing,no,november,,spring
3452,other_activities,no,november,,spring
3453,other_activities,no,november,australia,spring
3454,other_activities,no,october,,spring
3455,swimming,no,october,,spring
3456,boat,no,october,,spring
3457,surfing,no,september,,spring
3458,fishing,yes,september,,spring
3459,other_activities,no,august,,winter
3460,other_activities,no,august,,winter
3461,swimming,no,august,,winter
3462,other_activities,no,august,,winter
3463,fishing,no,august,,winter
3464,swimming,no,july,,winter
3465,other_activities,no,july,,winter
3466,swimming,no,july,,winter
3467,swimming,yes,july,,winter
3468,other_activities,no,july,,winter
3469,fishing,no,june,,winter
3470,other_activities,no,june,,winter
3471,other_activities,no,june,,winter
3472,other_activities,no,may,,autumn
3473,other_activities,no,may,,autumn
3474,other_activities,no,april,,autumn
3475,other_activities,no,april,,autumn
3476,swimming,no,april,australia,autumn
3477,swimming,yes,april,,autumn
3478,other_activities,no,april,australia,autumn
3479,other_activities,no,march,,autumn
3480,surfing,no,march,,autumn
3481,other_activities,no,march,,autumn
3482,surfing,no,february,,summer
3483,swimming,no,february,australia,summer
3484,other_activities,no,february,,summer
3485,fishing,no,february,australia,summer
3486,other_activities,no,february,australia,summer
3487,swimming,no,february,,summer
3488,swimming,yes,january,,summer
3489,swimming,yes,,,
3490,swimming,no,,,
3491,surfing,no,,,
3492,surfing,no,december,,summer
3493,fishing,no,december,,summer
3494,other_activities,no,december,,summer
3495,swimming,yes,december,australia,summer
3496,other_activities,no,december,,summer
3497,swimming,no,november,australia,spring
3498,other_activities,no,november,australia,spring
3499,swimming,no,november,,spring
3500,other_activities,yes,november,,spring
3501,other_activities,no,november,,spring
3502,swimming,yes,october,,spring
3503,other_activities,no,october,,spring
3504,swimming,no,october,,spring
3505,boat,no,september,,spring
3506,swimming,no,september,,spring
3507,swimming,,september,,spring
3508,fishing,no,september,,spring
3509,fishing,yes,september,,spring
3510,fishing,yes,september,,spring
3511,other_activities,no,august,,winter
3512,other_activities,yes,august,,winter
3513,swimming,no,august,,winter
3514,swimming,yes,august,australia,winter
3515,other_activities,no,august,,winter
3516,other_activities,no,august,,winter
3517,swimming,no,august,australia,winter
3518,fishing,no,august,,winter
3519,swimming,no,august,,winter
3520,other_activities,no,august,,winter
3521,swimming,no,july,,winter
3522,fishing,yes,july,,winter
3523,surfing,no,july,,winter
3524,fishing,no,june,,winter
3525,fishing,no,june,,winter
3526,other_activities,no,may,australia,autumn
3527,other_activities,no,may,australia,autumn
3528,fishing,no,april,,autumn
3529,swimming,no,march,,autumn
3530,fishing,no,march,,autumn
3531,fishing,no,march,australia,autumn
3532,other_activities,no,march,australia,autumn
3533,other_activities,yes,march,,autumn
3534,other_activities,no,march,,autumn
3535,swimming,yes,february,,summer
3536,fishing,no,january,,summer
3537,fishing,no,january,,summer
3538,swimming,no,january,,summer
3539,other_activities,no,january,australia,summer
3540,fishing,no,december,australia,summer
3541,fishing,no,december,australia,summer
3542,fishing,no,december,australia,summer
3543,other_activities,no,december,,summer
3544,fishing,no,december,australia,summer
3545,other_activities,,november,,spring
3546,swimming,yes,november,,spring
3547,swimming,yes,october,,spring
3548,swimming,yes,october,,spring
3549,swimming,no,september,australia,spring
3550,fishing,no,september,,spring
3551,fishing,no,september,australia,spring
3552,fishing,,september,australia,spring
3553,fishing,no,september,australia,spring
3554,fishing,no,september,,spring
3555,swimming,no,september,,spring
3556,other_activities,no,august,australia,winter
3557,other_activities,no,august,,winter
3558,swimming,no,august,,winter
3559,swimming,yes,august,,winter
3560,swimming,yes,august,,winter
3561,swimming,yes,august,,winter
3562,swimming,no,august,,winter
3563,other_activities,no,august,,winter
3564,swimming,no,august,,winter
3565,other_activities,no,august,,winter
3566,swimming,no,july,,winter
3567,other_activities,no,july,,winter
3568,fishing,no,july,,winter
3569,swimming,yes,july,,winter
3570,swimming,yes,july,,winter
3571,swimming,no,july,,winter
3572,other_activities,no,july,,winter
3573,other_activities,no,june,,winter
3574,fishing,no,june,,winter
3575,swimming,no,june,,winter
3576,fishing,no,june,,winter
3577,other_activities,yes,may,australia,autumn
3578,fishing,no,may,australia,autumn
3579,boat,yes,may,australia,autumn
3580,swimming,no,may,,autumn
3581,boat,yes,may,,autumn
3582,swimming,no,april,,autumn
3583,other_activities,no,april,australia,autumn
3584,fishing,no,march,australia,autumn
3585,boat,yes,march,,autumn
3586,other_activities,no,february,australia,summer
3587,other_activities,no,january,,summer
3588,boat,yes,january,,summer
3589,surfing,no,january,,summer
3590,fishing,no,january,australia,summer
3591,fishing,yes,january,,summer
3592,other_activities,no,january,,summer
3593,other_activities,no,january,australia,summer
3594,surfing,no,january,,summer
3595,surfing,yes,january,,summer
3596,swimming,no,january,,summer
3597,other_activities,no,,,
3598,fishing,no,december,australia,summer
3599,swimming,no,december,,summer
3600,fishing,no,december,australia,summer
3601,fishing,yes,november,australia,spring
3602,other_activities,no,november,,spring
3603,other_activities,no,november,,spring
3604,surfing,no,november,australia,spring
3605,boat,no,october,,spring
3606,swimming,no,october,,spring
3607,other_activities,yes,october,,spring
3608,fishing,yes,october,,spring
3609,other_activities,no,october,,spring
3610,fishing,no,september,,spring
3611,fishing,no,september,,spring
3612,other_activities,no,september,,spring
3613,other_activities,no,august,,winter
3614,swimming,no,august,,winter
3615,other_activities,no,july,,winter
3616,swimming,yes,july,,winter
3617,other_activities,no,july,,winter
3618,other_activities,no,june,,winter
3619,swimming,no,june,,winter
3620,swimming,no,june,,winter
3621,fishing,no,june,,winter
3622,other_activities,yes,june,,winter
3623,swimming,yes,may,,autumn
3624,swimming,yes,may,,autumn
3625,other_activities,no,may,,autumn
3626,swimming,no,may,,autumn
3627,swimming,no,may,,autumn
3628,other_activities,no,april,,autumn
3629,surfing,no,april,,autumn
3630,fishing,no,april,,autumn
3631,other_activities,no,april,,autumn
3632,surfing,no,april,,autumn
3633,other_activities,no,march,,autumn
3634,swimming,no,march,,autumn
3635,other_activities,no,february,,summer
3636,swimming,no,february,,summer
3637,boat,no,january,,summer
3638,other_activities,no,january,,summer
3639,surfing,no,january,,summer
3640,swimming,no,january,australia,summer
3641,swimming,yes,january,,summer
3642,other_activities,no,,,
3643,surfing,no,,,
3644,other_activities,no,,,
3645,other_activities,no,may,,autumn
3646,fishing,no,may,,autumn
3647,other_activities,yes,,,
3648,swimming,no,,,
3649,swimming,no,december,,summer
3650,other_activities,no,december,,summer
3651,fishing,no,december,australia,summer
3652,swimming,no,december,,summer
3653,fishing,yes,december,,summer
3654,swimming,no,november,australia,spring
3655,swimming,yes,november,australia,spring
3656,other_activities,no,november,australia,spring
3657,fishing,no,november,,spring
3658,surfing,no,october,,spring
3659,boat,no,october,,spring
3660,surfing,no,october,australia,spring
3661,fishing,no,september,,spring
3662,swimming,yes,september,,spring
3663,swimming,no,september,,spring
3664,swimming,no,august,,winter
3665,other_activities,no,august,,winter
3666,swimming,no,august,,winter
3667,swimming,no,august,,winter
3668,swimming,no,august,,winter
3669,swimming,no,august,,winter
3670,swimming,no,august,,winter
3671,other_activities,no,july,,winter
3672,other_activities,no,july,,winter
3673,boat,no,july,,winter
3674,fishing,yes,july,,winter
3675,other_activities,no,july,,winter
3676,fishing,yes,july,,winter
3677,other_activities,no,july,,winter
3678,other_activities,yes,june,,winter
3679,swimming,no,june,,winter
3680,fishing,no,june,,winter
3681,fishing,no,june,,winter
3682,fishing,no,june,,winter
3683,swimming,no,june,,winter
3684,other_activities,no,may,,autumn
3685,fishing,yes,may,,autumn
3686,swimming,yes,may,,autumn
3687,fishing,yes,april,,autumn
3688,surfing,no,march,australia,autumn
3689,other_activities,yes,march,,autumn
3690,swimming,no,march,,autumn
3691,swimming,no,march,,autumn
3692,fishing,no,february,,summer
3693,swimming,yes,february,,summer
3694,fishing,yes,february,,summer
3695,swimming,no,february,,summer
3696,fishing,no,february,,summer
3697,other_activities,no,february,,summer
3698,other_activities,no,february,,summer
3699,swimming,yes,february,,summer
3700,swimming,no,february,australia,summer
3701,other_activities,no,february,,summer
3702,other_activities,no,february,,summer
3703,swimming,yes,february,,summer
3704,fishing,yes,january,,summer
3705,surfing,no,january,,summer
3706,other_activities,no,january,,summer
3707,other_activities,no,january,,summer
3708,swimming,no,january,australia,summer
3709,surfing,no,january,,summer
3710,fishing,yes,january,,summer
3711,swimming,no,january,,summer
3712,other_activities,,january,australia,summer
3713,swimming,no,january,,summer
3714,swimming,no,january,,summer
3715,other_activities,no,december,,summer
3716,swimming,no,december,,summer
3717,boat,no,december,australia,summer
3718,swimming,yes,december,,summer
3719,boat,no,december,,summer
3720,other_activities,no,december,,summer
3721,fishing,no,december,australia,summer
3722,fishing,no,december,,summer
3723,surfing,yes,december,,summer
3724,fishing,no,december,australia,summer
3725,fishing,yes,december,,summer
3726,boat,no,november,,spring
3727,fishing,no,november,,spring
3728,fishing,no,november,,spring
3729,fishing,no,november,,spring
3730,fishing,no,november,,spring
3731,other_activities,no,november,australia,spring
3732,other_activities,no,november,,spring
3733,other_activities,no,november,,spring
3734,fishing,no,november,,spring
3735,surfing,no,october,,spring
3736,fishing,no,october,,spring
3737,swimming,yes,september,,spring
3738,fishing,no,september,,spring
3739,fishing,yes,september,,spring
3740,surfing,no,september,australia,spring
3741,fishing,no,september,,spring
3742,swimming,yes,august,,winter
3743,fishing,no,july,,winter
3744,swimming,no,july,,winter
3745,fishing,no,july,,winter
3746,fishing,yes,july,,winter
3747,other_activities,yes,july,,winter
3748,swimming,yes,june,,winter
3749,fishing,no,june,,winter
3750,swimming,no,may,,autumn
3751,boat,yes,may,,autumn
3752,fishing,no,april,australia,autumn
3753,swimming,yes,april,,autumn
3754,swimming,no,april,,autumn
3755,surfing,no,april,australia,autumn
3756,surfing,no,april,,autumn
3757,other_activities,no,april,,autumn
3758,other_activities,yes,march,,autumn
3759,swimming,no,february,,summer
3760,fishing,no,february,australia,summer
3761,fishing,no,february,,summer
3762,other_activities,no,february,,summer
3763,other_activities,no,february,,summer
3764,swimming,no,january,,summer
3765,other_activities,yes,january,australia,summer
3766,swimming,no,january,australia,summer
3767,fishing,no,january,,summer
3768,fishing,no,january,,summer
3769,fishing,no,january,,summer
3770,swimming,no,january,,summer
3771,fishing,no,january,,summer
3772,fishing,no,january,australia,summer
3773,other_activities,no,january,,summer
3774,other_activities,,,,
3775,fishing,yes,,,
3776,swimming,no,december,,summer
3777,fishing,yes,december,australia,summer
3778,fishing,no,december,,summer
3779,swimming,no,november,australia,spring
3780,other_activities,no,november,australia,spring
3781,surfing,no,november,,spring
3782,fishing,no,november,australia,spring
3783,boat,no,november,,spring
3784,fishing,no,october,,spring
3785,other_activities,yes,october,,spring
3786,other_activities,no,october,,spring
3787,other_activities,no,october,australia,spring
3788,fishing,no,october,,spring
3789,other_activities,yes,october,,spring
3790,fishing,no,september,,spring
3791,swimming,no,september,,spring
3792,swimming,yes,september,,spring
3793,swimming,yes,september,,spring
3794,fishing,,august,,winter
3795,other_activities,no,august,,winter
3796,fishing,no,august,,winter
3797,swimming,no,august,,winter
3798,other_activities,no,august,,winter
3799,fishing,no,august,,winter
3800,surfing,yes,august,,winter
3801,other_activities,no,august,,winter
3802,fishing,yes,august,,winter
3803,swimming,no,august,,winter
3804,other_activities,no,august,,winter
3805,other_activities,no,july,,winter
3806,other_activities,no,july,,winter
3807,fishing,no,july,,winter
3808,surfing,no,july,,winter
3809,swimming,no,july,,winter
3810,other_activities,no,july,,winter
3811,other_activities,no,june,,winter
3812,other_activities,no,june,,winter
3813,other_activities,no,june,,winter
3814,other_activities,no,june,,winter
3815,other_activities,yes,june,,winter
3816,other_activities,yes,june,,winter
3817,other_activities,yes,june,,winter
3818,other_activities,no,june,,winter
3819,fishing,no,june,australia,winter
3820,swimming,no,june,,winter
3821,swimming,no,june,,winter
3822,other_activities,no,may,,autumn
3823,other_activities,yes,may,,autumn
3824,fishing,no,may,,autumn
3825,fishing,no,april,australia,autumn
3826,swimming,no,april,,autumn
3827,other_activities,no,april,,autumn
3828,fishing,no,april,,autumn
3829,other_activities,no,march,,autumn
3830,fishing,no,march,australia,autumn
3831,swimming,yes,march,,autumn
3832,swimming,no,february,,summer
3833,swimming,no,february,,summer
3834,fishing,no,february,australia,summer
3835,swimming,yes,february,,summer
3836,other_activities,yes,february,,summer
3837,swimming,no,february,australia,summer
3838,fishing,,february,,summer
3839,swimming,yes,february,,summer
3840,other_activities,no,january,,summer
3841,other_activities,,january,,summer
3842,fishing,no,january,australia,summer
3843,fishing,no,january,,summer
3844,fishing,no,january,,summer
3845,fishing,no,january,,summer
3846,surfing,no,january,,summer
3847,fishing,no,january,australia,summer
3848,surfing,no,january,australia,summer
3849,fishing,no,january,australia,summer
3850,fishing,no,january,,summer
3851,surfing,no,january,,summer
3852,fishing,no,january,australia,summer
3853,swimming,no,january,australia,summer
3854,other_activities,no,january,australia,summer
3855,surfing,no,january,australia,summer
3856,fishing,no,january,,summer
3857,fishing,no,january,australia,summer
3858,fishing,no,january,,summer
3859,other_activities,no,,,
3860,other_activities,yes,january,,summer
3861,swimming,no,,australia,
3862,other_activities,yes,december,australia,summer
3863,other_activities,no,december,australia,summer
3864,other_activities,no,december,,summer
3865,fishing,no,december,australia,summer
3866,fishing,no,december,australia,summer
3867,swimming,no,december,,summer
3868,surfing,yes,december,australia,summer
3869,swimming,no,december,australia,summer
3870,other_activities,no,november,,spring
3871,other_activities,no,october,,spring
3872,swimming,no,october,,spring
3873,other_activities,no,october,,spring
3874,other_activities,yes,october,,spring
3875,other_activities,no,september,,spring
3876,swimming,yes,september,,spring
3877,fishing,no,september,,spring
3878,other_activities,no,september,,spring
3879,swimming,no,september,,spring
3880,fishing,no,september,,spring
3881,fishing,no,september,australia,spring
3882,swimming,no,august,,winter
3883,other_activities,no,august,,winter
3884,fishing,no,august,,winter
3885,fishing,no,august,,winter
3886,fishing,no,august,,winter
3887,fishing,no,july,,winter
3888,swimming,no,july,,winter
3889,fishing,no,july,australia,winter
3890,fishing,no,july,,winter
3891,fishing,yes,july,,winter
3892,swimming,yes,june,,winter
3893,other_activities,no,june,,winter
3894,swimming,no,june,,winter
3895,fishing,no,june,,winter
3896,fishing,no,june,,winter
3897,swimming,no,may,,autumn
3898,fishing,no,may,,autumn
3899,other_activities,no,may,,autumn
3900,fishing,no,may,australia,autumn
3901,other_activities,no,april,,autumn
3902,fishing,no,april,australia,autumn
3903,swimming,no,april,,autumn
3904,swimming,no,april,,autumn
3905,fishing,no,april,,autumn
3906,fishing,no,april,australia,autumn
3907,fishing,no,april,australia,autumn
3908,swimming,yes,april,,autumn
3909,boat,yes,april,,autumn
3910,fishing,no,april,australia,autumn
3911,fishing,no,april,australia,autumn
3912,fishing,no,march,australia,autumn
3913,swimming,no,march,australia,autumn
3914,fishing,no,march,australia,autumn
3915,fishing,no,march,australia,autumn
3916,swimming,no,march,,autumn
3917,fishing,no,march,,autumn
3918,other_activities,no,march,,autumn
3919,other_activities,no,february,,summer
3920,other_activities,no,february,australia,summer
3921,other_activities,yes,february,,summer
3922,fishing,no,february,,summer
3923,swimming,yes,february,,summer
3924,fishing,no,february,australia,summer
3925,other_activities,no,february,,summer
3926,fishing,no,january,,summer
3927,swimming,no,january,,summer
3928,other_activities,no,january,australia,summer
3929,other_activities,no,january,,summer
3930,other_activities,yes,january,,summer
3931,fishing,no,january,australia,summer
3932,swimming,no,january,,summer
3933,other_activities,no,january,,summer
3934,other_activities,no,january,,summer
3935,other_activities,no,january,australia,summer
3936,fishing,no,,australia,
3937,swimming,no,january,,summer
3938,fishing,no,,,
3939,swimming,yes,,,
3940,other_activities,yes,,,
3941,fishing,yes,december,,summer
3942,other_activities,no,december,australia,summer
3943,swimming,yes,december,,summer
3944,swimming,no,december,australia,summer
3945,fishing,no,december,australia,summer
3946,swimming,no,november,australia,spring
3947,other_activities,no,november,,spring
3948,surfing,no,november,australia,spring
3949,fishing,no,november,australia,spring
3950,other_activities,no,november,,spring
3951,other_activities,no,november,,spring
3952,fishing,yes,november,,spring
3953,other_activities,no,october,,spring
3954,fishing,no,october,,spring
3955,fishing,no,october,australia,spring
3956,other_activities,no,october,,spring
3957,boat,yes,october,,spring
3958,swimming,no,october,,spring
3959,fishing,no,october,,spring
3960,swimming,no,october,,spring
3961,fishing,no,september,,spring
3962,other_activities,no,september,,spring
3963,other_activities,no,september,australia,spring
3964,swimming,no,september,,spring
3965,swimming,no,september,,spring
3966,swimming,no,august,,winter
3967,other_activities,yes,august,,winter
3968,other_activities,no,august,,winter
3969,swimming,no,august,,winter
3970,swimming,no,august,,winter
3971,other_activities,no,august,,winter
3972,other_activities,no,august,,winter
3973,boat,no,august,,winter
3974,other_activities,no,august,,winter
3975,other_activities,no,august,,winter
3976,fishing,no,august,,winter
3977,swimming,yes,august,,winter
3978,fishing,no,july,,winter
3979,other_activities,no,july,,winter
3980,fishing,no,july,,winter
3981,fishing,no,july,,winter
3982,surfing,no,june,,winter
3983,fishing,no,june,,winter
3984,fishing,no,june,,winter
3985,swimming,no,june,,winter
3986,other_activities,no,june,,winter
3987,surfing,yes,june,,winter
3988,swimming,no,june,,winter
3989,swimming,no,may,,autumn
3990,surfing,no,may,,autumn
3991,swimming,no,may,,autumn
3992,other_activities,no,may,,autumn
3993,other_activities,yes,may,,autumn
3994,other_activities,no,april,,autumn
3995,surfing,no,april,,autumn
3996,fishing,no,april,australia,autumn
3997,fishing,no,april,,autumn
3998,other_activities,no,april,,autumn
3999,surfing,no,april,australia,autumn
4000,fishing,no,april,australia,autumn
4001,fishing,no,april,australia,autumn
4002,fishing,no,april,australia,autumn
4003,fishing,no,april,australia,autumn
4004,fishing,yes,april,,autumn
4005,fishing,yes,april,,autumn
4006,fishing,no,april,,autumn
4007,other_activities,no,march,,autumn
4008,fishing,no,march,,autumn
4009,fishing,no,february,australia,summer
4010,fishing,no,february,,summer
4011,fishing,no,february,,summer
4012,fishing,no,february,,summer
4013,fishing,yes,february,,summer
4014,fishing,no,february,australia,summer
4015,fishing,no,february,australia,summer
4016,other_activities,no,february,,summer
4017,other_activities,no,january,,summer
4018,fishing,no,january,,summer
4019,other_activities,no,january,australia,summer
4020,swimming,yes,january,australia,summer
4021,fishing,no,january,australia,summer
4022,fishing,no,january,australia,summer
4023,other_activities,no,january,,summer
4024,swimming,no,,,
4025,fishing,no,,,
4026,other_activities,no,,,
4027,fishing,no,,,
4028,fishing,no,,,
4029,fishing,no,,,
4030,fishing,yes,,,
4031,fishing,no,,,
4032,swimming,yes,,,
4033,other_activities,no,,,
4034,other_activities,no,december,australia,summer
4035,fishing,no,december,australia,summer
