,date,country,activity,fatal_(y/n),month,australia
5297,10-nov-1916,australia,swimming,yes,november,australia
5298,09-nov-1916,australia,swimming,yes,november,australia
5299,11-oct-1916,usa,fishing,yes,october,
5300,24-aug-1916,usa,other_activities,no,august,
5301,26-jul-1916,usa,fishing,no,july,
5302,13-jul-1916,usa,swimming,no,july,
5303,13-jul-1916,usa,swimming,no,july,
5304,12-jul-1916,usa,swimming,no,july,
5305,12-jul-1916,usa,swimming,yes,july,
5306,12-jul-1916,usa,swimming,yes,july,
5307,11-jul-1916,bahamas,boat,yes,july,
5308,08-jul-1916,spain,swimming,no,july,
5309,07-jul-1916,philippines,swimming,no,july,
5310,06-jul-1916,usa,swimming,yes,july,
5311,01-jul-1916,usa,swimming,yes,july,
5312,30-jun-1916,usa,swimming,no,june,
5313,reported_24-jun-1916,atlantic_ocean,boat,yes,june,
5314,23-jun-1916,usa,other_activities,no,june,
5315,reported_25-apr-1916,australia,swimming,yes,april,australia
5316,03-apr-1916,australia,boat,yes,april,australia
5317,19-mar-1916,australia,swimming,no,march,australia
5318,reported_09-dec-1915,australia,swimming,no,december,australia
5319,10-nov-1915,australia,swimming,no,november,australia
5320,08-nov-1914,australia,swimming,no,november,australia
5321,03-aug-1915,usa,other_activities,no,august,
5322,reported_06-jul-1915,mexico,fishing,yes,july,
5323,reported_06-jul-1915,mexico,other_activities,yes,july,
5324,reported_15-may-1915,egypt,other_activities,no,may,
5325,29-mar-1915,australia,surfing,no,march,australia
5326,06-feb-1915,australia,swimming,no,february,australia
5327,13-jan-1915,new_zealand,fishing,no,january,
5328,01-jan-1915,australia,swimming,yes,january,australia
5329,ca._1915,usa,other_activities,no,,
5330,reported_04-dec-1914,australia,swimming,no,december,australia
5331,17-oct-1914,samoa,other_activities,no,october,
5332,reported_26-sep-1914,jamaica,other_activities,yes,september,
5333,09-sep-1914,usa,swimming,yes,september,
5334,reported_15-jul-1914,croatia,other_activities,no,july,
5335,reported_09-jul-1914,usa,fishing,no,july,
5336,07-jul-1914,croatia,other_activities,no,july,
5337,13-jun-1914,montenegro,fishing,no,june,
5338,10-jun-1914,australia,swimming,yes,june,australia
5339,31-may-1914,new_caledonia,swimming,yes,may,
5340,14-may-1914,usa,fishing,no,may,
5341,reported_14-mar-1914,usa,swimming,no,march,
5342,reported_10-mar-1914,guyana,boat,yes,march,
5343,03-mar-1914,usa,other_activities,yes,march,
5344,reported_09-feb-1914,australia,other_activities,no,february,australia
5345,03-feb-1914,australia,other_activities,no,february,australia
5346,reported_17-jan-1914,australia,other_activities,no,january,australia
5347,1914,south_africa,other_activities,,,
5348,reported_30-dec-1913,usa,fishing,no,december,
5349,reported_26-dec-1913,cuba,other_activities,yes,december,
5350,27-nov-1913,nigeria,boat,yes,november,
5351,21-nov-1913,australia,swimming,no,november,australia
5352,21-sep-1913,usa,other_activities,no,september,
5353,03-sep-1913,croatia,other_activities,no,september,
5354,reported_27-aug-1913,usa,other_activities,no,august,
5355,reported_27-aug-1913,usa,other_activities,no,august,
5356,26-aug-1913,italy,other_activities,no,august,
5357,12-july-1913,usa,other_activities,yes,july,
5358,reported_10-jul-1913,costa_rica,swimming,yes,july,
5359,21-may-1913,usa,fishing,no,may,
5360,02-may-1913,australia,other_activities,no,may,australia
5361,27-mar-1913,samoa,other_activities,no,march,
5362,jan-1913,australia,swimming,no,january,australia
5363,1913,reunion,swimming,yes,,
5364,1913,reunion,swimming,yes,,
5365,1913,australia,other_activities,no,,australia
5366,reported_30-nov-1912,philippines,swimming,yes,november,
5367,30-aug-1912,usa,swimming,yes,august,
5368,23-jul-1912,usa,swimming,no,july,
5369,reported_06-jul-1912,solomon_islands,swimming,yes,july,
5370,04-may-1912,south_africa,other_activities,no,may,
5371,18-mar-1912,new_zealand,swimming,no,march,
5372,22-feb-1912,australia,swimming,no,february,australia
5373,19-feb-1912,australia,swimming,no,february,australia
5374,03-feb-1912,new_caledonia,swimming,no,february,
5375,26-jan-1912,australia,swimming,yes,january,australia
5376,reported_13-jan-1912,fiji,other_activities,yes,january,
5377,06-jan-1912,australia,other_activities,no,january,australia
5378,01-jan-1912,australia,swimming,yes,january,australia
5379,1912,spain,other_activities,yes,,
5380,08-nov-1911,usa,other_activities,no,november,
5381,26-oct-1911,usa,boat,yes,october,
5382,25-oct-1911,australia,swimming,no,october,australia
5383,23-sep-1911,usa,other_activities,yes,september,
5384,20-sep-1911,usa,swimming,yes,september,
5385,17-sep-1911,usa,swimming,no,september,
5386,reported_31-jul-1911,spain,swimming,yes,july,
5387,reported_16-jul-1911,usa,fishing,no,july,
5388,09-may-1911,south_africa,swimming,yes,may,
5389,reported_01-may-1911,usa,fishing,no,may,
5390,01-may-1911,south_africa,swimming,yes,may,
5391,reported_08-apr-1911,new_zealand,fishing,no,april,
5392,reported_29-mar-1911,australia,swimming,yes,march,australia
5393,04-jan-1911,australia,other_activities,no,january,australia
5394,1911,usa,swimming,no,,
5395,ca._1911,new_zealand,fishing,yes,,
5396,reported_25-dec-1910,croatia,other_activities,no,december,
5397,reported_23-dec-1910,australia,boat,yes,december,australia
5398,28-nov-1910,north_atlantic_ocean,fishing,no,november,
5399,24-nov-1910,australia,swimming,no,november,australia
5400,reported_25-jun-1910,mexico,swimming,no,june,
5401,reported_08-jun-1910,mozambique,swimming,yes,june,
5402,reported_16-may-1910,usa,boat,no,may,
5403,31-mar-1910,panama,other_activities,yes,march,
5404,08-mar-1910,new_zealand,swimming,no,march,
5405,mar-1910,usa,swimming,no,march,
5406,16-feb-1910,australia,surfing,no,february,australia
5407,26-jan-1910,australia,other_activities,yes,january,australia
5408,1910,usa,fishing,no,,
5409,1910,philippines,swimming,,,
5410,reported_26-nov-1909,usa,other_activities,no,november,
5411,reported_15-dec-1909,australia,other_activities,yes,december,australia
5412,05-dec-1909,australia,fishing,no,december,australia
5413,14-nov-1909_to_19-nov-1909,indonesia,boat,yes,november,
5414,reported_04-sep-1909,usa,other_activities,no,september,
5415,13-aug-1909,usa,fishing,yes,august,
5416,24-jul-1909,usa,fishing,no,july,
5417,15-jul-1909,usa,swimming,no,july,
5418,reported_26-jun-1909,mexico,swimming,yes,june,
5419,26-jun-1909,south_africa,other_activities,yes,june,
5420,18-jun-1909,australia,other_activities,yes,june,australia
5421,reported_27-apr-1909,spain,fishing,no,april,
5422,10-apr-1909,usa,other_activities,no,april,
5423,reported_09-apr-1909,tunisia,swimming,yes,april,
5424,06-mar-1909,south_africa,boat,yes,march,
5425,17-jan-1909,nan,other_activities,no,january,
5426,jan-1909,italy,other_activities,no,january,
5427,1909,australia,other_activities,no,,australia
5428,31-dec-1908,south_africa,swimming,yes,december,
5429,reported_16-dec-1908,mexico,swimming,yes,december,
5430,21-sep-1908,australia,other_activities,yes,september,australia
5431,05-sep-1908,usa,fishing,no,september,
5432,reported_28-aug-1908,spain,boat,yes,august,
5433,reported_18-jul-1908,spain,other_activities,no,july,
5434,reported_08-jul-1908,croatia,boat,yes,july,
5435,18-jun-1908,egypt,other_activities,yes,june,
5436,08-jun-1908,usa,other_activities,yes,june,
5437,reported_02-jun-1908,papua_new_guinea,other_activities,yes,june,
5438,13-may-1908,indonesia,boat,yes,may,
5439,10-may-1908,usa,other_activities,no,may,
5440,08-jan-1908,usa,fishing,yes,january,
5441,21-dec-1907,australia,swimming,yes,december,australia
5442,reported_18-oct-1907,australia,swimming,yes,october,australia
5443,reported_16-oct-1907,china,fishing,no,october,
5444,reported_16-oct-1907,china,fishing,yes,october,
5445,14-oct-1907,australia,swimming,no,october,australia
5446,12-oct-1907,haiti,other_activities,no,october,
5447,08-oct-1907,usa,swimming,no,october,
5448,reported_19-sep-1907,england,swimming,no,september,
5449,11-sep-1907,croatia,swimming,yes,september,
5450,reported_12-aug-1907,croatia,swimming,yes,august,
5451,reported_12-aug-1907,croatia,swimming,yes,august,
5452,reported_08-aug-1907,usa,other_activities,no,august,
5453,reported_14-jul-1907,croatia,swimming,yes,july,
5454,reported_04-jul-1907,australia,other_activities,no,july,australia
5455,jul-1907,usa,other_activities,no,july,
5456,20-apr-1907,mexico,swimming,no,april,
5457,26-mar-1907,usa,fishing,yes,march,
5458,07-mar-1907,malta,fishing,yes,march,
5459,09-feb-1907,philippines,boat,no,february,
5460,05-feb-1907,new_zealand,other_activities,yes,february,
5461,03-feb-1907,australia,swimming,yes,february,australia
5462,1907,vietnam,fishing,no,,
5463,1907,usa,fishing,yes,,
5464,16-nov-1906,jamaica,fishing,no,november,
5465,reported_10-oct-1906,usa,other_activities,no,october,
5466,reported_10-oct-1906,usa,swimming,yes,october,
5467,reported_10-oct-1906,usa,swimming,no,october,
5468,reported_10-oct-1906,usa,swimming,yes,october,
5469,reported_27-sep-1906,indonesia,swimming,no,september,
5470,reported_27-sep-1906,indonesia,swimming,yes,september,
5471,reported_05-sep-1906,australia,swimming,yes,september,australia
5472,sep-1906,usa,fishing,no,september,
5473,20-aug-1906,yemen,swimming,no,august,
5474,04-aug-1906,usa,other_activities,yes,august,
5475,reported_05-jul-1906,usa,swimming,yes,july,
5476,jul-1906,mozambique,other_activities,no,july,
5477,reported_27-apr-1906,indonesia,swimming,yes,april,
5478,16-apr-1906,australia,other_activities,no,april,australia
5479,14-apr-1906,australia,swimming,yes,april,australia
5480,reported_10-april_1906,indonesia,other_activities,yes,april,
5481,reported_02-april_1906,australia,other_activities,no,april,australia
5482,reported_14-feb-1906,new_zealand,swimming,no,february,
5483,28-jan-1906,australia,swimming,yes,january,australia
5484,20-jan-1906,south_africa,other_activities,yes,january,
5485,31-dec-1905,south_africa,other_activities,yes,december,
5486,29-dec-1905,australia,swimming,no,december,australia
5487,29-sep-1905,australia,swimming,yes,september,australia
5488,reported_06-sep-1905,usa,fishing,no,september,
5489,24-aug-1905,egypt,other_activities,no,august,
5490,late_aug-1905,usa,swimming,no,august,
5491,aug-1905,philippines,swimming,no,august,
5492,29-jul-1905,usa,other_activities,yes,july,
5493,reported_25-jul-1905,italy,other_activities,no,july,
5494,10-jul-1905,indonesia,other_activities,yes,july,
5495,jul-1905,usa,fishing,yes,july,
5496,22-may-1905,usa,swimming,no,may,
5497,06-apr-1905,south_africa,swimming,yes,april,
5498,26-mar-1905,australia,swimming,no,march,australia
5499,25-mar-1905,australia,swimming,no,march,australia
5500,10-feb-1905,australia,swimming,no,february,australia
5501,01-jan-1905,australia,swimming,no,january,australia
5502,1905,usa,other_activities,no,,
5503,02-nov-1904,philippines,swimming,no,november,
5504,reported_11-oct-1904,indian_ocean,other_activities,yes,october,
5505,sep-1904,cuba,other_activities,yes,september,
5506,aug-1904,cuba,boat,yes,august,
5507,28-jul-1904,usa,boat,no,july,
5508,27-jul-1904,usa,swimming,yes,july,
5509,reported_01-jul-1904,italy,swimming,yes,july,
5510,07-feb-1904,australia,swimming,yes,february,australia
5511,04-feb-1904,new_zealand,swimming,yes,february,
5512,23-jan-1904,new_caledonia,swimming,yes,january,
5513,1904,reunion_island,swimming,yes,,
5514,1904,usa,swimming,no,,
5515,1904,philippines,swimming,no,,
5516,1904,usa,swimming,yes,,
5517,04-oct-1903,cuba,other_activities,yes,october,
5518,reported_16-sep-1903,usa,fishing,no,september,
5519,july-1903,falkland_islands,swimming,no,july,
5520,21-jun-1903,australia,swimming,yes,june,australia
5521,04-may-1903,mexico,swimming,yes,may,
5522,reported_20-mar-1903,australia,other_activities,yes,march,australia
5523,12-mar-1903,australia,swimming,yes,march,australia
5524,10-jan-1903,australia,other_activities,yes,january,australia
5525,summer_of_1903,crete,swimming,yes,,
5526,ca._1903,usa,fishing,yes,,
5527,reported_22-dec-1902,nicaragua,swimming,yes,december,
5528,10-nov-1902,australia,swimming,yes,november,australia
5529,reported_01-nov-1902,usa,fishing,no,november,
5530,reported_29-aug-1902,italy,swimming,yes,august,
5531,reported_24-aug-1902,croatia,fishing,no,august,
5532,08-aug-1902,usa,other_activities,yes,august,
5533,15-jul-1902,italy,fishing,no,july,
5534,06-jul-1902,usa,swimming,no,july,
5535,02-jun-1902,philippines,other_activities,no,june,
5536,jun-1902,egypt,swimming,no,june,
5537,apr-1902,south_africa,swimming,no,april,
5538,.reported_22-feb-1902,new_zealand,boat,no,february,
5539,reported_25-jan-1902,australia,other_activities,yes,january,australia
5540,reported_19-jan-1902,south_africa,other_activities,no,january,
5541,19-jan-1902,australia,swimming,no,january,australia
5542,01-dec-1901,australia,swimming,no,december,australia
5543,mid_oct-1901,philippines,fishing,no,october,
5544,reported_23-sep-1901,cyprus,swimming,yes,september,
5545,30-jul-1901,south_africa,swimming,yes,july,
5546,17-jul-1901,italy,swimming,no,july,
5547,reported_29-jun-1901,yemen,swimming,no,june,
5548,24-jun-1901,philippines,swimming,no,june,
5549,30-jan-1901,australia,swimming,yes,january,australia
5550,summer_1901,usa,swimming,no,,
5551,27-dec-1900,australia,swimming,yes,december,australia
5552,14-nov-1900,south_africa,swimming,yes,november,
5553,27-oct-1900,south_africa,swimming,no,october,
5554,15-sep-1900,australia,swimming,no,september,australia
5555,13-sep-1900,usa,swimming,,september,
5556,05-sep-1900,usa,other_activities,no,september,
5557,21-aug-1900,usa,swimming,no,august,
5558,31-jul-1900,croatia,swimming,yes,july,
5559,14-jul-1900,usa,other_activities,no,july,
5560,late_jul-1900,usa,,no,july,
5561,28-jan-1900,australia,other_activities,no,january,australia
5562,early_1900s,usa,other_activities,no,,
5563,ca._1900,south_africa,swimming,no,,
5564,18-dec-1899,australia,other_activities,no,december,australia
5565,20-nov-1899,philippines,other_activities,yes,november,
5566,28-oct-1899,australia,fishing,no,october,australia
5567,reported_12-oct-1899,libya,swimming,no,october,
5568,reported_12-oct-1899,libya,swimming,yes,october,
5569,reported_11-sep-1899,mexico,swimming,yes,september,
5570,reported_23-aug-1899,usa,other_activities,yes,august,
5571,15-aug-1899,usa,swimming,yes,august,
5572,08-aug-1899,egypt,other_activities,no,august,
5573,08-aug-1899,egypt,swimming,no,august,
5574,08-aug-1899,egypt,swimming,no,august,
5575,reported_08-jul-1899,bahamas,other_activities,yes,july,
5576,07-jun-1899,italy,fishing,no,june,
5577,02-jun-1899,new_zealand,boat,no,june,
5578,28-may-1899,philippines,swimming,no,may,
5579,reported_04-may-1899,italy,swimming,yes,may,
5580,28-jan-1899,australia,swimming,no,january,australia
5581,1899_during_the_seige_of_ladysmith,south_africa,other_activities,no,,
5582,1899,usa,other_activities,no,,
5583,ca._1899,usa,fishing,no,,
5584,reported_28-dec-1898,australia,other_activities,yes,december,australia
5585,28-oct-1898,usa,other_activities,yes,october,
5586,reported_19-sep-1898,nan,swimming,no,september,
5587,reported_19-sep-1898,nan,swimming,no,september,
5588,reported_07-sep-1898,west_indies,other_activities,yes,september,
5589,22-aug-1898,usa,swimming,no,august,
5590,reported_26-jul-1898,australia,swimming,no,july,australia
5591,15-jul-1898,yemen,swimming,yes,july,
5592,14-jul-1898,yemen,other_activities,yes,july,
5593,jul-1898,cuba,swimming,yes,july,
5594,22-jun-1898,new_caledonia,boat,yes,june,
5595,13-apr-1898,fiji,other_activities,no,april,
5596,1898.01.24,sri_lanka,swimming,yes,,
5597,reported_1898,crete,swimming,no,,
5598,1898,usa,fishing,no,,
5599,1898_(soon_after_the_close_of_the_spanish-american_war),cuba,boat,yes,,
5600,1898,jamaica,other_activities,no,,
5601,1898,cuba,swimming,yes,,
5602,1898-1899,usa,other_activities,no,,
5603,summer_of_1898,yemen,swimming,yes,,
5604,1898,usa,other_activities,yes,,
