,date,country,activity,fatal_(y/n),month,australia
3599,19-dec-1965,johnston_island,swimming,no,december,
3600,10-dec-1965,australia,fishing,no,december,australia
3601,21-nov-1965,australia,fishing,yes,november,australia
3602,21-nov-1965,pacific_ocean,other_activities,no,november,
3603,03-nov-1965,panama,other_activities,no,november,
3604,03-nov-1965,australia,surfing,no,november,australia
3605,21-oct-1965,nan,boat,no,october,
3606,16-oct-1965,bahamas,swimming,no,october,
3607,16-oct-1965,bahamas,other_activities,yes,october,
3608,10-oct-1965,new_britain,fishing,yes,october,
3609,oct-1965,papua_new_guinea,other_activities,no,october,
3610,21-sep-1965,papua_new_guinea,fishing,no,september,
3611,12-sep-1965,papua_new_guinea,fishing,no,september,
3612,08-sep-1965,mexico,other_activities,no,september,
3613,30-aug-1965,philippines,other_activities,no,august,
3614,26-aug-1965,usa,swimming,no,august,
3615,30-jul-1964,bahamas,other_activities,no,july,
3616,26-jul-1965,mexico,swimming,yes,july,
3617,reported_02-jul-1965,bermuda,other_activities,no,july,
3618,19-jun-1965,usa,other_activities,no,june,
3619,18-jun-1965,usa,swimming,no,june,
3620,09-jun-1965,mexico,swimming,no,june,
3621,jun-1965,papua_new_guinea,fishing,no,june,
3622,jun-1965,south_pacific_ocean,other_activities,yes,june,
3623,29-may-1965,mexico,swimming,yes,may,
3624,28-may-1965,mexico,swimming,yes,may,
3625,may-jun-1965,egypt,other_activities,no,may,
3626,may_1965,jamaica,swimming,no,may,
3627,may_1965,mexico,swimming,no,may,
3628,29-apr-1965,usa,other_activities,no,april,
3629,25-apr-1965,usa,surfing,no,april,
3630,10-apr-1965,usa,fishing,no,april,
3631,04-apr-1965,palau,other_activities,no,april,
3632,04-apr-1965,usa,surfing,no,april,
3633,23-mar-1965,usa,other_activities,no,march,
3634,14-mar-1965,usa,swimming,no,march,
3635,14-feb-1965,south_africa,other_activities,no,february,
3636,04-feb-1965,usa,swimming,no,february,
3637,25-jan-1965,usa,boat,no,january,
3638,23-jan-1965,south_africa,other_activities,no,january,
3639,16-jan-1965,south_africa,surfing,no,january,
3640,10-jan-1965,australia,swimming,no,january,australia
3641,09-jan-1965,new_guinea,swimming,yes,january,
3642,summer_1965,usa,other_activities,no,,
3643,1965,usa,surfing,no,,
3644,early_1965,usa,other_activities,no,,
3645,may-jun-1965,red_sea,other_activities,no,may,
3646,may-jun-1965,egypt,fishing,no,may,
3647,1965,vanuatu,other_activities,yes,,
3648,ca._1965,south_africa,swimming,no,,
3649,25-dec-1964,south_africa,swimming,no,december,
3650,10-dec-1964,papua_new_guinea,other_activities,no,december,
3651,10-dec-1964,australia,fishing,no,december,australia
3652,09-dec-1964,papua_new_guinea,swimming,no,december,
3653,06-dec-1964,kenya,fishing,yes,december,
3654,29-nov-1964,australia,swimming,no,november,australia
3655,18-nov-1964,australia,swimming,yes,november,australia
3656,13-nov-1964,australia,other_activities,no,november,australia
3657,05-nov-1964,usa,fishing,no,november,
3658,31-oct-1964,south_africa,surfing,no,october,
3659,25-oct-1964,usa,boat,no,october,
3660,04-oct-1964,australia,surfing,no,october,australia
3661,27-sep-1964,nan,fishing,no,september,
3662,20-sep-1964,taiwan,swimming,yes,september,
3663,07-sep-1964,taiwan,swimming,no,september,
3664,26-aug-1964,usa,swimming,no,august,
3665,23-aug-1964,mexico,other_activities,no,august,
3666,22-aug-1964,usa,swimming,no,august,
3667,21-aug-1964,usa,swimming,no,august,
3668,08-aug-1964,usa,swimming,no,august,
3669,03-aug-1964,japan,swimming,no,august,
3670,aug-1964,panama,swimming,no,august,
3671,27-jul-1964,usa,other_activities,no,july,
3672,16-jul-1964,south_africa,other_activities,no,july,
3673,15-jul-1964,usa,boat,no,july,
3674,10-jul-1964,south_africa,fishing,yes,july,
3675,08-jul-1964,usa,other_activities,no,july,
3676,jul-1964,papua_new_guinea,fishing,yes,july,
3677,jul-1964,papua_new_guinea,other_activities,no,july,
3678,29-jun-1964,bermuda,other_activities,yes,june,
3679,28-jun-1964,usa,swimming,no,june,
3680,24-jun-1964,usa,fishing,no,june,
3681,17-jun-1964,papua_new_guinea,fishing,no,june,
3682,23-jun-1964,fiji,fishing,no,june,
3683,02-jun-1964,south_africa,swimming,no,june,
3684,30-may-1964,panama,other_activities,no,may,
3685,08-may-1964,fiji,fishing,yes,may,
3686,may_1964,panama,swimming,yes,may,
3687,07-apr-1964,papua_new_guinea,fishing,yes,april,
3688,28-mar-1964,australia,surfing,no,march,australia
3689,28-mar-1964,papua_new_guinea,other_activities,yes,march,
3690,05-mar-1964,usa,swimming,no,march,
3691,mar-1964,senegal,swimming,no,march,
3692,reported_17-feb-1964,fiji,fishing,no,february,
3693,14-feb-1964,new_caledonia,swimming,yes,february,
3694,14-feb-1964,fiji,fishing,yes,february,
3695,11-feb-1964,new_zealand,swimming,no,february,
3696,10-feb-1964,new_zealand,fishing,no,february,
3697,08-feb-1954,south_africa,other_activities,no,february,
3698,05-feb-1964,new_zealand,other_activities,no,february,
3699,05-feb-1964,new_zealand,swimming,yes,february,
3700,02-feb-1964,australia,swimming,no,february,australia
3701,01-feb-1964,new_zealand,other_activities,no,february,
3702,feb-1964,usa,other_activities,no,february,
3703,feb-1964,costa_rica,swimming,yes,february,
3704,27-jan-1964,fiji,fishing,yes,january,
3705,23-jan-1964,south_africa,surfing,no,january,
3706,22-jan-1964,south_africa,other_activities,no,january,
3707,21-jan-1964,south_africa,other_activities,no,january,
3708,18-jan-1964,australia,swimming,no,january,australia
3709,11-jan-1964,usa,surfing,no,january,
3710,reported_06-jan-1964,papua_new_guinea,fishing,yes,january,
3711,04-jan-1964,fiji,swimming,no,january,
3712,01-jan-1964,australia,other_activities,,january,australia
3713,01-jan-1964,south_africa,swimming,no,january,
3714,jan-1964,new_zealand,swimming,no,january,
3715,29-dec-1963,south_africa,other_activities,no,december,
3716,26-dec-1963,south_africa,swimming,no,december,
3717,26-dec-1963,australia,boat,no,december,australia
3718,25-dec-1963,south_africa,swimming,yes,december,
3719,22-dec-1963,atlantic_ocean,boat,no,december,
3720,22-dec-1963,south_africa,other_activities,no,december,
3721,21-dec-1963,australia,fishing,no,december,australia
3722,20-dec-1963,south_africa,fishing,no,december,
3723,20-dec-1963,south_africa,surfing,yes,december,
3724,08-dec-1963,australia,fishing,no,december,australia
3725,04-dec-1963,new_britain,fishing,yes,december,
3726,30-nov-1963,new_zealand,boat,no,november,
3727,30-nov-1963,papua_new_guinea,fishing,no,november,
3728,28-nov-1963,fiji,fishing,no,november,
3729,25-nov-1963,fiji,fishing,no,november,
3730,reported_16-nov-1963,italy,fishing,no,november,
3731,14-nov-1963,australia,other_activities,no,november,australia
3732,12-nov-1963,usa,other_activities,no,november,
3733,reported_05-nov-1963,papua_new_guinea,other_activities,no,november,
3734,04-nov-1963,palau,fishing,no,november,
3735,16-oct-1963,usa,surfing,no,october,
3736,15-oct-1963,north_pacific_ocean,fishing,no,october,
3737,29-sep-1963,chile,swimming,yes,september,
3738,26-sep-1963,usa,fishing,no,september,
3739,22-sep-1963,solomon_islands,fishing,yes,september,
3740,13-sep-1963,australia,surfing,no,september,australia
3741,10-sep-1963,usa,fishing,no,september,
3742,aug-1963,dominican_republic,swimming,yes,august,
3743,28-jul-1963,federated_states_of_micronesia,fishing,no,july,
3744,15-jul-1963,usa,swimming,no,july,
3745,11-jul-1963,usa,fishing,no,july,
3746,reported_10-jul-1963,jamaica,fishing,yes,july,
3747,jul-1963,panama,other_activities,yes,july,
3748,01-jun-1963,greece,swimming,yes,june,
3749,01-jun-1963,papua_new_guinea,fishing,no,june,
3750,18-may-1963,usa,swimming,no,may,
3751,14-may-1963,philippines,boat,yes,may,
3752,22-apr-1963,australia,fishing,no,april,australia
3753,20-apr-1963,usa,swimming,yes,april,
3754,17-apr-1963,south_africa,swimming,no,april,
3755,13-apr-1963,australia,surfing,no,april,australia
3756,12-apr-1963,usa,surfing,no,april,
3757,08-apr-1963,usa,other_activities,no,april,
3758,30-mar-1963,solomon_islands,other_activities,yes,march,
3759,27-feb-1963,papua_new_guinea,swimming,no,february,
3760,24-feb-1963,australia,fishing,no,february,australia
3761,08-feb-1963,fiji,fishing,no,february,
3762,06-feb-1963,mauritius,other_activities,no,february,
3763,04-feb-1963,usa,other_activities,no,february,
3764,30-jan-1963,fiji,swimming,no,january,
3765,28-jan-1963,australia,other_activities,yes,january,australia
3766,26-jan-1963,australia,swimming,no,january,australia
3767,22-jan-1963,south_africa,fishing,no,january,
3768,14-jan-1963,new_zealand,fishing,no,january,
3769,12-jan-1963,south_africa,fishing,no,january,
3770,11-jan-1963,south_africa,swimming,no,january,
3771,06-jan-1963,south_africa,fishing,no,january,
3772,04-jan-1963,australia,fishing,no,january,australia
3773,jan-1963,mozambique,other_activities,no,january,
3774,early_1963,fiji,other_activities,,,
3775,1963,seychelles,fishing,yes,,
3776,30-dec-1962,south_africa,swimming,no,december,
3777,09-dec-1962,australia,fishing,yes,december,australia
3778,dec-1962,south_africa,fishing,no,december,
3779,29-nov-1962,australia,swimming,no,november,australia
3780,25-nov-1962,australia,other_activities,no,november,australia
3781,11-nov-1962,usa,surfing,no,november,
3782,10-nov-1962,australia,fishing,no,november,australia
3783,nov-1962,mid_atlantic_ocean,boat,no,november,
3784,28-oct-1962,south_africa,fishing,no,october,
3785,25-oct-1962,mexico,other_activities,yes,october,
3786,15-oct-1962,admiralty_islands,other_activities,no,october,
3787,14-oct-1962,australia,other_activities,no,october,australia
3788,06-oct-1962,usa,fishing,no,october,
3789,oct-1962,panama,other_activities,yes,october,
3790,30-sep-1962,british_west_indies,fishing,no,september,
3791,22-sep-1962,mexico,swimming,no,september,
3792,13-sep-1962,south_atlantic_ocean,swimming,yes,september,
3793,02-sep-1962,italy,swimming,yes,september,
3794,reported_31-aug-1962,israel,fishing,,august,
3795,30-aug-1962,turkey,other_activities,no,august,
3796,30-aug-1962,papua_new_guinea,fishing,no,august,
3797,29-aug-1962,usa,swimming,no,august,
3798,26-aug-1962,usa,other_activities,no,august,
3799,23-aug-1962,south_africa,fishing,no,august,
3800,19-aug-1962,usa,surfing,yes,august,
3801,12-aug-1962,usa,other_activities,no,august,
3802,01-aug-1962,papua_new_guinea,fishing,yes,august,
3803,late_aug-1962,italy,swimming,no,august,
3804,aug-1962,senegal,other_activities,no,august,
3805,28-jul-1962,usa,other_activities,no,july,
3806,20-jul-1962,madagascar,other_activities,no,july,
3807,19-jul-1962,usa,fishing,no,july,
3808,10-jul-1962,usa,surfing,no,july,
3809,07-jul-1962,usa,swimming,no,july,
3810,reported_03-jul-1962,greece,other_activities,no,july,
3811,25-jun-1962,usa,other_activities,no,june,
3812,21-jun-1962,south_africa,other_activities,no,june,
3813,17-jun-1962,usa,other_activities,no,june,
3814,11-jun-1962,usa,other_activities,no,june,
3815,11-jun-1962,usa,other_activities,yes,june,
3816,11-jun-1962,usa,other_activities,yes,june,
3817,10-jun-1962,papua_new_guinea,other_activities,yes,june,
3818,10-jun-1962,usa,other_activities,no,june,
3819,07-jun-1962,australia,fishing,no,june,australia
3820,04-jun-1962,usa,swimming,no,june,
3821,03-jun-1962,usa,swimming,no,june,
3822,29-may-1962,usa,other_activities,no,may,
3823,12-may-1962,usa,other_activities,yes,may,
3824,may_1962,fiji,fishing,no,may,
3825,20-apr-1962,australia,fishing,no,april,australia
3826,09-apr-1962,mozambique,swimming,no,april,
3827,07-apr-1962,south_africa,other_activities,no,april,
3828,05-apr-1962,south_africa,fishing,no,april,
3829,25-mar-1962,new_zealand,other_activities,no,march,
3830,25-mar-1962,australia,fishing,no,march,australia
3831,24-mar-1962,papua_new_guinea,swimming,yes,march,
3832,23-feb-1962,papua_new_guinea,swimming,no,february,
3833,18-feb-1962,new_zealand,swimming,no,february,
3834,15-feb-1962,australia,fishing,no,february,australia
3835,07-feb-1962,south_africa,swimming,yes,february,
3836,05-feb-1962,south_africa,other_activities,yes,february,
3837,04-feb-1962,australia,swimming,no,february,australia
3838,02-feb-1962,new_zealand,fishing,,february,
3839,feb-1962,solomon_islands,swimming,yes,february,
3840,27-jan-1962,new_zealand,other_activities,no,january,
3841,26-jan-1962,mozambique,other_activities,,january,
3842,21-jan-1962,australia,fishing,no,january,australia
3843,18-jan-1962,south_africa,fishing,no,january,
3844,16-jan-1962,new_zealand,fishing,no,january,
3845,15-jan-1962,new_zealand,fishing,no,january,
3846,14-jan-1962,usa,surfing,no,january,
3847,14-jan-1962,australia,fishing,no,january,australia
3848,14-jan-1962,australia,surfing,no,january,australia
3849,11-jan-1962,australia,fishing,no,january,australia
3850,11-jan-1962,papua_new_guinea,fishing,no,january,
3851,11-jan-1962,new_zealand,surfing,no,january,
3852,10-jan-1962,australia,fishing,no,january,australia
3853,08-jan-1962,australia,swimming,no,january,australia
3854,07-jan-1962,australia,other_activities,no,january,australia
3855,07-jan-1962,australia,surfing,no,january,australia
3856,06-jan-1962,south_africa,fishing,no,january,
3857,02-jan-1962,australia,fishing,no,january,australia
3858,01-jan-1962,marshall_islands,fishing,no,january,
3859,1962,spain,other_activities,no,,
3860,jan-jun-1962,indonesia,other_activities,yes,january,
3861,ca._1962,australia,swimming,no,,australia
3862,28-dec-1961,australia,other_activities,yes,december,australia
3863,28-dec-1961,australia,other_activities,no,december,australia
3864,28-dec-1961,south_africa,other_activities,no,december,
3865,27-dec-1961,australia,fishing,no,december,australia
3866,19-dec-1961,australia,fishing,no,december,australia
3867,18-dec-1961,mozambique,swimming,no,december,
3868,18-dec-1961,australia,surfing,yes,december,australia
3869,13-dec-1961,australia,swimming,no,december,australia
3870,14-nov-1961,mexico,other_activities,no,november,
3871,17-oct-1961,philippines,other_activities,no,october,
3872,09-oct-1961,usa,swimming,no,october,
3873,oct-1961,vanuatu,other_activities,no,october,
3874,oct-1961,usa,other_activities,yes,october,
3875,26-sep-1961,usa,other_activities,no,september,
3876,24-sep-1961,croatia,swimming,yes,september,
3877,24-sep-1961,tanzania,fishing,no,september,
3878,23-sep-1961,mid_atlantic_ocean,other_activities,no,september,
3879,07-sep-1961,persian_gulf,swimming,no,september,
3880,reported_06-sep-1961,italy,fishing,no,september,
3881,06-sep-1961,australia,fishing,no,september,australia
3882,20-aug-1961,usa,swimming,no,august,
3883,16-aug-1961,usa,other_activities,no,august,
3884,04-aug-1961,bermuda,fishing,no,august,
3885,02-aug-1961,usa,fishing,no,august,
3886,01-aug-1961,papua_new_guinea,fishing,no,august,
3887,29-jul-1961,usa,fishing,no,july,
3888,16-jul-1961,turkey,swimming,no,july,
3889,07-jul-1961,australia,fishing,no,july,australia
3890,jul-1961,italy,fishing,no,july,
3891,jul-1961,panama,fishing,yes,july,
3892,24-jun-1961,usa,swimming,yes,june,
3893,18-jun-1961,usa,other_activities,no,june,
3894,reported_06-jun-1961,usa,swimming,no,june,
3895,02-jun-1961,new_britain,fishing,no,june,
3896,01-jun-1961,papua_new_guinea,fishing,no,june,
3897,21-may-1961,usa,swimming,no,may,
3898,17-may-1961,new_britain,fishing,no,may,
3899,15-may-1961,usa,other_activities,no,may,
3900,07-may-1961,australia,fishing,no,may,australia
3901,30-apr-1961,usa,other_activities,no,april,
3902,25-apr-1961,australia,fishing,no,april,australia
3903,21-apr-1961,mozambique,swimming,no,april,
3904,17-apr-1961,south_africa,swimming,no,april,
3905,16-apr-1961,usa,fishing,no,april,
3906,16-apr-1961,australia,fishing,no,april,australia
3907,14-apr-1961,australia,fishing,no,april,australia
3908,09-apr-1961,mozambique,swimming,yes,april,
3909,08-apr-1961,persian_gulf,boat,yes,april,
3910,03-apr-1961,australia,fishing,no,april,australia
3911,apr-1961,australia,fishing,no,april,australia
3912,30-mar-1961,australia,fishing,no,march,australia
3913,18-mar-1961,australia,swimming,no,march,australia
3914,14-mar-1961,australia,fishing,no,march,australia
3915,12-mar-1961,australia,fishing,no,march,australia
3916,09-mar-1961,north_pacific_ocean,swimming,no,march,
3917,07-mar-1961,south_africa,fishing,no,march,
3918,mar-1961,fiji,other_activities,no,march,
3919,17-feb-1961,usa,other_activities,no,february,
3920,17-feb-1961,australia,other_activities,no,february,australia
3921,16-feb-1961,jamaica,other_activities,yes,february,
3922,12-feb-1961,south_africa,fishing,no,february,
3923,01-feb-1961,south_africa,swimming,yes,february,
3924,01-feb-1961,australia,fishing,no,february,australia
3925,feb-1961,usa,other_activities,no,february,
3926,25-jan-1961,south_africa,fishing,no,january,
3927,22-jan-1961,south_africa,swimming,no,january,
3928,15-jan-1961,australia,other_activities,no,january,australia
3929,06-jan-1961,south_africa,other_activities,no,january,
3930,06-jan-1961,atlantic_ocean,other_activities,yes,january,
3931,06-jan-1961,australia,fishing,no,january,australia
3932,05-jan-1961,mozambique,swimming,no,january,
3933,03-jan-1961,south_africa,other_activities,no,january,
3934,03-jan-1961,south_africa,other_activities,no,january,
3935,reported_02-jan-1961,australia,other_activities,no,january,australia
3936,1961,australia,fishing,no,,australia
3937,01-jan-1961,columbia,swimming,no,january,
3938,1961,new_caledonia,fishing,no,,
3939,1961,senegal,swimming,yes,,
3940,1961,usa,other_activities,yes,,
3941,27-dec-1960,usa,fishing,yes,december,
3942,27-dec-1960,australia,other_activities,no,december,australia
3943,24-dec-1960,south_africa,swimming,yes,december,
3944,20-dec-1960,australia,swimming,no,december,australia
3945,01-dec-1960,australia,fishing,no,december,australia
3946,27-nov-1960,australia,swimming,no,november,australia
3947,22-nov-1960,usa,other_activities,no,november,
3948,11-nov-1960,australia,surfing,no,november,australia
3949,06-nov-1960,australia,fishing,no,november,australia
3950,nov-1960,south_africa,other_activities,no,november,
3951,nov-1960,new_guinea,other_activities,no,november,
3952,nov-1960,papua_new_guinea,fishing,yes,november,
3953,25-oct-1960,usa,other_activities,no,october,
3954,24-oct-1960,south_africa,fishing,no,october,
3955,01-oct-1960,australia,fishing,no,october,australia
3956,oct-1960,papua_new_guinea,other_activities,no,october,
3957,oct-1960,red_sea_/_indian_ocean,boat,yes,october,
3958,oct-1960,usa,swimming,no,october,
3959,oct-1960,south_africa,fishing,no,october,
3960,oct-1960,johnston_island,swimming,no,october,
3961,24-sep-1960,usa,fishing,no,september,
3962,22-sep-1960,pacific_ocean,other_activities,no,september,
3963,18-sep-1960,australia,other_activities,no,september,australia
3964,02-sep-1960,marshall_islands,swimming,no,september,
3965,01-sep-1960,marshall_islands,swimming,no,september,
3966,30-aug-1960,usa,swimming,no,august,
3967,29-aug-1960,senegal,other_activities,yes,august,
3968,25-aug-1960,usa,other_activities,no,august,
3969,24-aug-1960,usa,swimming,no,august,
3970,reported_22-aug-1960,papua_new_guinea,swimming,no,august,
3971,22-aug-1960,usa,other_activities,no,august,
3972,21-aug-1960,usa,other_activities,no,august,
3973,14-aug-1960,mozambique,boat,no,august,
3974,10-aug-1960,usa,other_activities,no,august,
3975,04-aug-1960,england,other_activities,no,august,
3976,04-aug-1960,usa,fishing,no,august,
3977,aug-1960,usa,swimming,yes,august,
3978,27-jul-1960,papua_new_guinea,fishing,no,july,
3979,05-jul-1960,usa,other_activities,no,july,
3980,03-jul-1960,usa,fishing,no,july,
3981,02-jul-1960,papua_new_guinea,fishing,no,july,
3982,29-jun-1960,usa,surfing,no,june,
3983,27-jun-1960,new_zealand,fishing,no,june,
3984,27-jun-1960,north_sea,fishing,no,june,
3985,24-jun-1960,usa,swimming,no,june,
3986,07-jun-1960,usa,other_activities,no,june,
3987,05-jun-1960,philippines,surfing,yes,june,
3988,04-jun-1960,usa,swimming,no,june,
3989,29-may-1960,panama,swimming,no,may,
3990,24-may-1960,bermuda,surfing,no,may,
3991,19-may-1960,usa,swimming,no,may,
3992,16-may-1960,usa,other_activities,no,may,
3993,01-may-1960,papua_new_guinea,other_activities,yes,may,
3994,30-apr-1960,south_africa,other_activities,no,april,
3995,24-apr-1960,usa,surfing,no,april,
3996,22-apr-1960,australia,fishing,no,april,australia
3997,reported_20-apr-1960,south_africa,fishing,no,april,
3998,14-apr-1960,bermuda,other_activities,no,april,
3999,12-apr-1960,australia,surfing,no,april,australia
4000,10-apr-1960,australia,fishing,no,april,australia
4001,03-apr-1960,australia,fishing,no,april,australia
4002,03-apr-1960,australia,fishing,no,april,australia
4003,01-apr-1960,australia,fishing,no,april,australia
4004,apr-1960,fiji,fishing,yes,april,
4005,apr-1960,philippines,fishing,yes,april,
4006,apr-1960,south_africa,fishing,no,april,
4007,31-mar-1960,usa,other_activities,no,march,
4008,28-mar-1960,guam,fishing,no,march,
4009,29-feb-1960,australia,fishing,no,february,australia
4010,27-feb-1960,new_zealand,fishing,no,february,
4011,27-feb-1960,usa,fishing,no,february,
4012,24-feb-1960,senegal,fishing,no,february,
4013,19-feb-1960,papua_new_guinea,fishing,yes,february,
4014,10-feb-1960,australia,fishing,no,february,australia
4015,07-feb-1960,australia,fishing,no,february,australia
4016,03-feb-1960,usa,other_activities,no,february,
4017,30-jan-1960,papua_new_guinea,other_activities,no,january,
4018,26-jan-1960,nan,fishing,no,january,
4019,21-jan-1960,australia,other_activities,no,january,australia
4020,16-jan-1960,australia,swimming,yes,january,australia
4021,13-jan-1960,australia,fishing,no,january,australia
4022,07-jan-1960,australia,fishing,no,january,australia
4023,01-jan-1960,south_africa,other_activities,no,january,
4024,1960,nicaragua,swimming,no,,
4025,1960,grenada,fishing,no,,
4026,early_summer_1960,caribbean_sea,other_activities,no,,
4027,late_1960s,sri_lanka,fishing,no,,
4028,1960s,sri_lanka,fishing,no,,
4029,1960-1961,fiji,fishing,no,,
4030,1960,papua_new_guinea,fishing,yes,,
4031,1960,papua_new_guinea,fishing,no,,
4032,ca._1960,mozambique,swimming,yes,,
4033,ca._1960,south_africa,other_activities,no,,
4034,29-dec-1959,australia,other_activities,no,december,australia
4035,28-dec-1959,australia,fishing,no,december,australia
4036,26-dec-1959,papua_new_guinea,swimming,yes,december,
4037,19-dec-1959,australia,swimming,yes,december,australia
4038,19-dec-1959,philippines,boat,yes,december,
4039,11-dec-1959,australia,fishing,no,december,australia
4040,07-dec-1959,australia,fishing,no,december,australia
4041,03-dec-1959,new_zealand,fishing,no,december,
4042,dec-1959,maldive_islands,boat,yes,december,
4043,29-nov-1959,australia,surfing,no,november,australia
4044,28-nov-1959,australia,other_activities,no,november,australia
4045,22-nov-1959,australia,surfing,no,november,australia
4046,16-nov-1959,usa,fishing,no,november,
4047,15-nov-1959,south_africa,fishing,no,november,
4048,reported_12-nov-1959,australia,fishing,no,november,australia
4049,10-nov-1959,usa,surfing,no,november,
4050,09-nov-1959,australia,fishing,no,november,australia
4051,01-nov-1959,papua_new_guinea,fishing,no,november,
4052,07-oct-1959,mozambique,swimming,yes,october,
4053,05-oct-1959,papua_new_guinea,other_activities,no,october,
4054,04-oct-1959,usa,swimming,no,october,
4055,02-oct-1959,fiji,swimming,yes,october,
4056,oct-1959,fiji,fishing,no,october,
4057,30-sep-1959,philippines,swimming,no,september,
4058,27-sep-1959,bermuda,other_activities,no,september,
4059,26-sep-1959,usa,other_activities,no,september,
4060,26-sep-1959,usa,other_activities,,september,
4061,between_10_and_12-sep-1959,usa,boat,no,september,
4062,reported_10-sep-1959,india,other_activities,yes,september,
4063,02-sep-1959,usa,other_activities,no,september,
4064,sep-1959,mexico,other_activities,yes,september,
4065,reported_31-aug-1959,azores,fishing,no,august,
4066,30-aug-1959,australia,swimming,no,august,australia
4067,25-aug-1959,japan,other_activities,no,august,
4068,20-aug-1959,philippines,other_activities,no,august,
4069,15-aug-1959,usa,swimming,no,august,
4070,15-aug-1959,usa,swimming,yes,august,
4071,14-aug-1959,usa,fishing,no,august,
4072,14-aug-1959,philippines,fishing,yes,august,
4073,13-aug-1959,usa,swimming,no,august,
4074,12-aug-1959,croatia,fishing,no,august,
4075,11-aug-1959,japan,swimming,yes,august,
4076,10-aug-1959,usa,other_activities,no,august,
4077,05-aug-1959,usa,other_activities,no,august,
4078,21764,italy,swimming,no,,
4079,30-jul-1959,usa,other_activities,no,july,
4080,28-jul-1959,usa,surfing,no,july,
4081,25-jul-1959,japan,other_activities,yes,july,
4082,25-jul-1959,usa,other_activities,no,july,
4083,23-jul-1959,usa,fishing,no,july,
4084,23-jul-1959,usa,other_activities,no,july,
4085,03-jul-1959,caribbean_sea,other_activities,yes,july,
4086,02-jul-1959,usa,swimming,no,july,
4087,late_jul-1959,north_atlantic_ocean,other_activities,no,july,
4088,jul-1959,mexico,other_activities,yes,july,
4089,reported_26-jun-1959,turkey,other_activities,no,june,
4090,14-jun-1959,mexico,swimming,yes,june,
4091,14-jun-1959,usa,swimming,yes,june,
4092,13-jun-1959,usa,swimming,no,june,
4093,30-may-1959,south_africa,fishing,no,may,
4094,16-may-1959,usa,other_activities,no,may,
4095,07-may-1959,usa,other_activities,yes,may,
4096,03-may-1959,usa,fishing,no,may,
4097,may-1959,mid_atlantic_ocean,other_activities,no,may,
4098,27-apr-1959,australia,fishing,no,april,australia
4099,11-apr-1959,australia,swimming,no,april,australia
4100,09-apr-1959,usa,fishing,no,april,
4101,09-apr-1959,south_africa,fishing,no,april,
4102,05-apr-1959,australia,fishing,no,april,australia
4103,29-mar-1959,usa,swimming,no,march,
4104,08-mar-1959,philippines,boat,yes,march,
4105,mar-1959,usa,swimming,no,march,
4106,28-feb-1959,australia,fishing,no,february,australia
4107,27-feb-1959,venezuela,fishing,no,february,
4108,16-feb-1959,papua_new_guinea,fishing,no,february,
4109,02-feb-1959_reported,solomon_islands,swimming,yes,february,
4110,01-feb-1959,south_africa,other_activities,no,february,
4111,31-jan-1959,australia,other_activities,no,january,australia
4112,27-jan-1959,ecuador,fishing,no,january,
4113,25-jan-1959,australia,swimming,no,january,australia
4114,17-jan-1959,australia,boat,yes,january,australia
4115,17-jan-1959,australia,surfing,no,january,australia
4116,15-jan-1959,south_africa,swimming,no,january,
4117,12-jan-1959,new_guinea,other_activities,no,january,
4118,02-jan-1959,mozambique,swimming,yes,january,
4119,jan-1959,australia,swimming,no,january,australia
4120,summer_of_1959,south_korea,swimming,yes,,
4121,jul-_to_sep-1959,india,other_activities,yes,july,
4122,1959,atlantic_ocean,boat,no,,
4123,1959,papua_new_guinea,fishing,no,,
4124,1959,papua_new_guinea,fishing,no,,
4125,1959,papua_new_guinea,other_activities,yes,,
4126,1959,papua_new_guinea,fishing,no,,
4127,28-dec-1958,turkey,fishing,no,december,
4128,27-dec-1958,papua_new_guinea,other_activities,no,december,
4129,23-dec-1958,south_africa,swimming,yes,december,
4130,13-dec-1958,usa,surfing,yes,december,
4131,12-dec-1958,american_samoa,boat,yes,december,
4132,23-nov-1958,australia,swimming,yes,november,australia
4133,14-nov-1958,south_africa,fishing,no,november,
4134,reported_07-nov-1958,papua_new_guinea,fishing,yes,november,
4135,05-nov-1958,usa,fishing,no,november,
4136,12-oct-1958,usa,swimming,no,october,
4137,05-oct-1958,usa,other_activities,no,october,
4138,oct-1958,mexico,other_activities,no,october,
4139,oct-1958,papua_new_guinea,other_activities,no,october,
4140,13-sep-1958,andaman_/_nicobar_islandas,boat,yes,september,
4141,06-sep-1958,bahamas,fishing,no,september,
4142,01-sep-1958,usa,fishing,no,september,
4143,31-aug-1958,mexico,boat,no,august,
4144,01-aug-1958,croatia,swimming,no,august,
4145,reported_31-jul-1958,mexico,swimming,yes,july,
4146,27-jul-1958,usa,swimming,no,july,
4147,27-jul-1958,usa,swimming,no,july,
4148,10-jul-1958,usa,other_activities,yes,july,
4149,08-jul-1958,kenya,swimming,yes,july,
4150,04-jul-1958,pacific_ocean,other_activities,yes,july,
4151,04-jul-1958,pacific_ocean,other_activities,no,july,
4152,02-jul-1958,usa,swimming,no,july,
4153,01-jul-1958,papua_new_guinea,swimming,yes,july,
4154,jul-1958,bahamas,fishing,no,july,
4155,jul-1958,usa,other_activities,no,july,
4156,26-jun-1958,usa,other_activities,no,june,
4157,24-jun-1958,usa,other_activities,no,june,
